# Cactus benchmark results
#    processes = procs
#    nodes     = procs / ppn
#
# benchmark steps size machine   procs ppn tpp iter   walltime cputime
Bench_McLachlan_Carpet_9lev 000128 0020 sicortex   000096 06 01 10   1707.35560274 1706.36200000
Bench_McLachlan_Carpet_9lev 000128 0020 sicortex   000192 06 01 09   1559.74821520 1559.26200000
Bench_McLachlan_Carpet_9lev 000128 0020 sicortex   000192 06 01 10   1535.94878769 1535.01800000
Bench_McLachlan_Carpet_9lev 000128 0020 sicortex   000384 06 01 09   1495.67836642 1495.17400000
Bench_McLachlan_Carpet_9lev 000128 0020 sicortex   000384 06 01 10   1462.88292074 1462.33400000
Bench_McLachlan_Carpet_9lev 000128 0020 sicortex   000768 06 01 09   1342.76321959 1341.88500000
Bench_McLachlan_Carpet_9lev 000128 0020 sicortex   000768 06 01 10   1325.73432612 1324.92600000
Bench_McLachlan_Carpet_9lev 000128 0020 sicortex   001152 06 01 09   1249.66528654 1249.07300000
Bench_McLachlan_Carpet_9lev 000128 0020 sicortex   001152 06 01 10   1236.83454061 1236.02500000
Bench_McLachlan_Carpet_9lev 000128 0020 sicortex   001410 06 01 10   1584.19222546 1583.07200000
