# Cactus benchmark results
#    processes = procs
#    nodes     = procs / ppn
#
# benchmark steps size machine   procs ppn tpp iter   walltime cputime
Bench_McLachlan_Carpet_9lev 000128 0025 kraken   000004 04 01 51   389.47344708 376.82760600
Bench_McLachlan_Carpet_9lev 000128 0025 kraken   000004 04 01 52   381.81449485 369.91510800
Bench_McLachlan_Carpet_9lev 000128 0025 kraken   000004 04 02 34   290.58105302 287.16990900
Bench_McLachlan_Carpet_9lev 000128 0025 kraken   000004 04 04 33   249.97653389 247.73548000
Bench_McLachlan_Carpet_9lev 000128 0025 kraken   000004 04 04 34   249.93689775 247.75549200
Bench_McLachlan_Carpet_9lev 000128 0025 kraken   000008 02 01 33   221.96153808 219.27369900
Bench_McLachlan_Carpet_9lev 000128 0025 kraken   000008 02 01 34   361.20681596 358.99450800
Bench_McLachlan_Carpet_9lev 000128 0025 kraken   000008 02 02 33   301.06568599 298.90267800
Bench_McLachlan_Carpet_9lev 000128 0025 kraken   000008 02 02 34   300.77219176 298.41466800
Bench_McLachlan_Carpet_9lev 000128 0025 kraken   000008 04 01 34   407.60074544 401.93712300
Bench_McLachlan_Carpet_9lev 000128 0025 kraken   000008 04 01 40   406.22219968 400.48103400
Bench_McLachlan_Carpet_9lev 000128 0025 kraken   000008 04 01 41   432.37560892 417.52610000
Bench_McLachlan_Carpet_9lev 000128 0025 kraken   000008 04 01 42   406.76333976 401.51711500
Bench_McLachlan_Carpet_9lev 000128 0025 kraken   000008 04 01 50   403.65297389 398.66888300
Bench_McLachlan_Carpet_9lev 000128 0025 kraken   000008 04 01 51   427.29224968 414.18987800
Bench_McLachlan_Carpet_9lev 000128 0025 kraken   000008 04 01 52   421.87990785 407.86147400
Bench_McLachlan_Carpet_9lev 000128 0025 kraken   000008 04 02 34   323.52657080 318.13587900
Bench_McLachlan_Carpet_9lev 000128 0025 kraken   000008 04 04 33   285.03661680 281.53359100
Bench_McLachlan_Carpet_9lev 000128 0025 kraken   000008 04 04 34   285.44802928 281.94565700
Bench_McLachlan_Carpet_9lev 000128 0025 kraken   000016 04 01 34   438.65774727 433.75105700
Bench_McLachlan_Carpet_9lev 000128 0025 kraken   000016 04 01 40   437.11231232 432.00299900
Bench_McLachlan_Carpet_9lev 000128 0025 kraken   000016 04 01 41   471.07068157 458.44064900
Bench_McLachlan_Carpet_9lev 000128 0025 kraken   000016 04 01 42   436.67520261 431.73097400
Bench_McLachlan_Carpet_9lev 000128 0025 kraken   000016 04 01 50   433.79905939 429.07077700
Bench_McLachlan_Carpet_9lev 000128 0025 kraken   000016 04 01 51   468.87827706 455.78450100
Bench_McLachlan_Carpet_9lev 000128 0025 kraken   000016 04 01 52   465.03736973 453.38033300
Bench_McLachlan_Carpet_9lev 000128 0025 kraken   000016 04 02 34   368.64797521 362.79467100
Bench_McLachlan_Carpet_9lev 000128 0025 kraken   000016 04 04 33   352.07736850 347.05771000
Bench_McLachlan_Carpet_9lev 000128 0025 kraken   000016 04 04 34   352.05782557 347.29366700
Bench_McLachlan_Carpet_9lev 000128 0025 kraken   000032 04 01 34   457.92055535 453.76035900
Bench_McLachlan_Carpet_9lev 000128 0025 kraken   000032 04 01 40   455.55066156 451.18017200
Bench_McLachlan_Carpet_9lev 000128 0025 kraken   000032 04 01 41   498.60762858 489.55061300
Bench_McLachlan_Carpet_9lev 000128 0025 kraken   000032 04 01 42   458.02307916 453.80837500
Bench_McLachlan_Carpet_9lev 000128 0025 kraken   000032 04 01 50   453.33379769 449.05209000
Bench_McLachlan_Carpet_9lev 000128 0025 kraken   000032 04 01 51   491.67039084 482.87815000
Bench_McLachlan_Carpet_9lev 000128 0025 kraken   000032 04 01 52   490.74024415 479.36598700
Bench_McLachlan_Carpet_9lev 000128 0025 kraken   000032 04 02 34   377.04069376 372.46728400
Bench_McLachlan_Carpet_9lev 000128 0025 kraken   000032 04 04 34   400.57756186 393.43260000
Bench_McLachlan_Carpet_9lev 000128 0025 kraken   000064 04 01 34   480.94191217 478.12985600
Bench_McLachlan_Carpet_9lev 000128 0025 kraken   000064 04 01 40   481.26686096 478.52986600
Bench_McLachlan_Carpet_9lev 000128 0025 kraken   000064 04 01 41   537.32176471 531.71323500
Bench_McLachlan_Carpet_9lev 000128 0025 kraken   000064 04 01 42   480.81742573 477.93786000
Bench_McLachlan_Carpet_9lev 000128 0025 kraken   000064 04 01 43   537.09543371 530.57710700
Bench_McLachlan_Carpet_9lev 000128 0025 kraken   000064 04 01 50   477.42585325 474.75770700
Bench_McLachlan_Carpet_9lev 000128 0025 kraken   000064 04 01 51   533.61160135 527.58096600
Bench_McLachlan_Carpet_9lev 000128 0025 kraken   000064 04 01 52   543.91181445 536.93353600
Bench_McLachlan_Carpet_9lev 000128 0025 kraken   000064 04 02 34   398.29332542 394.60868200
Bench_McLachlan_Carpet_9lev 000128 0025 kraken   000064 04 04 34   456.41613126 454.54041600
Bench_McLachlan_Carpet_9lev 000128 0025 kraken   000128 04 01 34   450.16913104 447.73999500
Bench_McLachlan_Carpet_9lev 000128 0025 kraken   000128 04 01 40   451.70227528 448.60801500
Bench_McLachlan_Carpet_9lev 000128 0025 kraken   000128 04 01 41   508.44143081 502.75140000
Bench_McLachlan_Carpet_9lev 000128 0025 kraken   000128 04 01 42   449.33756542 446.68789900
Bench_McLachlan_Carpet_9lev 000128 0025 kraken   000128 04 01 50   446.53416204 443.65970800
Bench_McLachlan_Carpet_9lev 000128 0025 kraken   000128 04 01 51   500.59744263 494.36288200
Bench_McLachlan_Carpet_9lev 000128 0025 kraken   000128 04 01 52   517.28014588 510.25591400
Bench_McLachlan_Carpet_9lev 000128 0025 kraken   000128 04 02 34   407.26108623 403.70926900
Bench_McLachlan_Carpet_9lev 000128 0025 kraken   000128 04 04 34   451.18516040 450.31215100
Bench_McLachlan_Carpet_9lev 000128 0025 kraken   000256 04 01 34   422.14895868 419.53817200
Bench_McLachlan_Carpet_9lev 000128 0025 kraken   000256 04 01 40   421.97694206 419.01421600
Bench_McLachlan_Carpet_9lev 000128 0025 kraken   000256 04 01 41   475.54798317 470.22535700
Bench_McLachlan_Carpet_9lev 000128 0025 kraken   000256 04 01 42   421.12047768 418.43815100
Bench_McLachlan_Carpet_9lev 000128 0025 kraken   000256 04 01 50   421.50431681 418.52209200
Bench_McLachlan_Carpet_9lev 000128 0025 kraken   000256 04 01 51   476.86723900 470.84938700
Bench_McLachlan_Carpet_9lev 000128 0025 kraken   000256 04 01 52   518.99811196 512.80408400
Bench_McLachlan_Carpet_9lev 000128 0025 kraken   000256 04 02 34   420.01091719 416.57804300
Bench_McLachlan_Carpet_9lev 000128 0025 kraken   000256 04 04 34   453.44058633 452.18426700
Bench_McLachlan_Carpet_9lev 000128 0025 kraken   000512 04 01 34   389.54352736 386.97619000
Bench_McLachlan_Carpet_9lev 000128 0025 kraken   000512 04 01 40   390.15875745 387.68823700
Bench_McLachlan_Carpet_9lev 000128 0025 kraken   000512 04 01 41   454.51942396 450.28011900
Bench_McLachlan_Carpet_9lev 000128 0025 kraken   000512 04 01 42   391.22567034 388.69628300
Bench_McLachlan_Carpet_9lev 000128 0025 kraken   000512 04 01 50   386.16655254 383.67997000
Bench_McLachlan_Carpet_9lev 000128 0025 kraken   000512 04 01 51   458.97451353 454.44442800
Bench_McLachlan_Carpet_9lev 000128 0025 kraken   000512 04 01 52   490.89922404 485.80636300
Bench_McLachlan_Carpet_9lev 000128 0025 kraken   000512 04 02 34   388.41631484 385.63210600
Bench_McLachlan_Carpet_9lev 000128 0025 kraken   000512 04 04 34   383.46425056 382.26388500
Bench_McLachlan_Carpet_9lev 000128 0025 kraken   001024 04 01 34   369.72977018 367.19493400
Bench_McLachlan_Carpet_9lev 000128 0025 kraken   001024 04 01 40   368.90278816 366.38286900
Bench_McLachlan_Carpet_9lev 000128 0025 kraken   001024 04 01 41   439.54885840 434.64718200
Bench_McLachlan_Carpet_9lev 000128 0025 kraken   001024 04 01 42   369.72414255 367.41096000
Bench_McLachlan_Carpet_9lev 000128 0025 kraken   001024 04 01 50   365.84427381 363.40272800
Bench_McLachlan_Carpet_9lev 000128 0025 kraken   001024 04 01 51   436.93441629 431.95500700
Bench_McLachlan_Carpet_9lev 000128 0025 kraken   001024 04 01 52   480.04649687 474.67367400
Bench_McLachlan_Carpet_9lev 000128 0025 kraken   001024 04 04 34   405.19849849 404.13726000
Bench_McLachlan_Carpet_9lev 000128 0025 kraken   002048 04 01 34   353.80410862 351.20992500
Bench_McLachlan_Carpet_9lev 000128 0025 kraken   002048 04 01 50   378.49561858 376.21552700
Bench_McLachlan_Carpet_9lev 000128 0025 kraken   002048 04 01 51   476.40951514 471.73747300
Bench_McLachlan_Carpet_9lev 000128 0025 kraken   002048 04 01 52   523.34186959 518.44838400
Bench_McLachlan_Carpet_9lev 000128 0025 kraken   002048 04 04 34   388.17184496 387.18421600
Bench_McLachlan_Carpet_9lev 000128 0025 kraken   004096 04 01 34   356.66594577 354.00613500
Bench_McLachlan_Carpet_9lev 000128 0025 kraken   004096 04 01 50   357.60511637 355.38218100
Bench_McLachlan_Carpet_9lev 000128 0025 kraken   004096 04 01 51   484.72250724 480.57803300
Bench_McLachlan_Carpet_9lev 000128 0025 kraken   004096 04 01 52   502.55980611 496.09100500
Bench_McLachlan_Carpet_9lev 000128 0025 kraken   004096 04 04 34   377.75547314 376.76753700
Bench_McLachlan_Carpet_9lev 000128 0025 kraken   008192 04 01 34   358.68025899 356.47829200
Bench_McLachlan_Carpet_9lev 000128 0025 kraken   008192 04 01 50   362.58709908 360.02246700
Bench_McLachlan_Carpet_9lev 000128 0025 kraken   008192 04 01 51   496.09946489 492.02273600
Bench_McLachlan_Carpet_9lev 000128 0025 kraken   008192 04 01 52   494.35133028 489.53059200
Bench_McLachlan_Carpet_9lev 000128 0025 kraken   008192 04 04 34   377.67238784 376.55554100
Bench_McLachlan_Carpet_9lev 000128 0025 kraken   016384 04 04 34   360.58743620 359.65844000
