# Cactus benchmark results
#    processes = procs
#    nodes     = procs / ppn
#
# benchmark steps size machine   procs ppn tpp iter   walltime cputime
Bench_McLachlan_Carpet_1lev 000010 0065 kraken   000008 02 01 02   336.60824203 335.88098800
Bench_McLachlan_Carpet_1lev 000010 0065 kraken   000008 02 02 02   620.35857821 619.90274200
Bench_McLachlan_Carpet_1lev 000010 0065 kraken   000008 04 01 02   351.16425180 349.96586900
Bench_McLachlan_Carpet_1lev 000010 0065 kraken   000008 04 01 12   116.48792005 115.05118800
Bench_McLachlan_Carpet_1lev 000010 0065 kraken   000008 04 01 13   116.72861791 115.19119800
Bench_McLachlan_Carpet_1lev 000010 0065 kraken   000008 04 02 02   639.66929793 638.63991400
Bench_McLachlan_Carpet_1lev 000010 0065 kraken   000008 04 04 02   1362.29413152 1361.64109500
Bench_McLachlan_Carpet_1lev 000010 0065 kraken   000016 04 01 02   346.97067857 345.86561500
Bench_McLachlan_Carpet_1lev 000010 0065 kraken   000016 04 01 12   116.12090397 114.32314200
Bench_McLachlan_Carpet_1lev 000010 0065 kraken   000016 04 01 13   116.46594119 114.61916800
Bench_McLachlan_Carpet_1lev 000010 0065 kraken   000016 04 02 02   682.83341646 681.59859200
Bench_McLachlan_Carpet_1lev 000010 0065 kraken   000016 04 04 02   1346.92159390 1346.23613500
Bench_McLachlan_Carpet_1lev 000010 0065 kraken   000032 04 01 12   122.02278614 120.49153900
Bench_McLachlan_Carpet_1lev 000010 0065 kraken   000032 04 01 13   121.89060760 120.41952500
Bench_McLachlan_Carpet_1lev 000010 0065 kraken   000064 04 01 12   133.34211421 131.98424500
Bench_McLachlan_Carpet_1lev 000010 0065 kraken   000064 04 01 13   133.07034540 131.70423300
Bench_McLachlan_Carpet_1lev 000010 0065 kraken   000128 04 01 12   126.24902773 125.24382700
Bench_McLachlan_Carpet_1lev 000010 0065 kraken   000128 04 01 13   126.16576052 125.01580900
Bench_McLachlan_Carpet_1lev 000010 0065 kraken   000256 04 01 12   121.48957920 120.34752300
Bench_McLachlan_Carpet_1lev 000010 0065 kraken   000256 04 01 13   121.20860124 120.02749600
Bench_McLachlan_Carpet_1lev 000010 0065 kraken   000512 04 01 12   122.69511318 121.47159100
Bench_McLachlan_Carpet_1lev 000010 0065 kraken   000512 04 01 13   122.63144135 121.28757900
Bench_McLachlan_Carpet_1lev 000010 0065 kraken   001024 04 01 13   119.64759731 118.44740700
Bench_McLachlan_Carpet_9lev 000000 0016 kraken   000004 04 01 20   0.42990088 0.41202400
Bench_McLachlan_Carpet_9lev 000000 0016 kraken   000008 04 01 20   0.60535240 0.58003700
Bench_McLachlan_Carpet_9lev 000000 0016 kraken   000016 04 01 20   0.73021340 0.69604300
Bench_McLachlan_Carpet_9lev 000000 0016 kraken   000032 04 01 20   0.77014732 0.75605100
Bench_McLachlan_Carpet_9lev 000000 0016 kraken   000064 04 01 20   0.77263713 0.76404700
Bench_McLachlan_Carpet_9lev 000000 0016 kraken   000128 04 01 20   0.71798992 0.71604500
Bench_McLachlan_Carpet_9lev 000000 0016 kraken   000256 04 01 20   0.77080584 0.75604900
Bench_McLachlan_Carpet_9lev 000000 0016 kraken   000512 04 01 20   0.80342603 0.82005000
Bench_McLachlan_Carpet_9lev 000000 0016 kraken   001024 04 01 20   0.85210562 0.82405100
Bench_McLachlan_Carpet_9lev 000000 0016 kraken   002048 04 01 20   0.95456362 0.95605900
Bench_McLachlan_Carpet_9lev 000000 0016 kraken   004096 04 01 20   1.09393191 1.05606800
Bench_McLachlan_Carpet_9lev 000000 0020 kraken   000004 04 01 20   0.78223920 0.76805200
Bench_McLachlan_Carpet_9lev 000000 0020 kraken   000008 04 01 20   0.96144462 0.94805900
Bench_McLachlan_Carpet_9lev 000000 0020 kraken   000016 04 01 20   1.05743384 1.03206100
Bench_McLachlan_Carpet_9lev 000000 0020 kraken   000032 04 01 20   1.14855146 1.14407500
Bench_McLachlan_Carpet_9lev 000000 0020 kraken   000064 04 01 20   1.06396031 1.03606700
Bench_McLachlan_Carpet_9lev 000000 0020 kraken   000128 04 01 20   1.08736897 1.08006600
Bench_McLachlan_Carpet_9lev 000000 0020 kraken   000256 04 01 20   1.10718513 1.10407000
Bench_McLachlan_Carpet_9lev 000000 0020 kraken   000512 04 01 20   1.12612391 1.10406900
Bench_McLachlan_Carpet_9lev 000000 0020 kraken   001024 04 01 20   1.16232228 1.13607000
Bench_McLachlan_Carpet_9lev 000000 0020 kraken   002048 04 01 20   1.26629829 1.23607800
Bench_McLachlan_Carpet_9lev 000000 0025 kraken   000004 04 01 20   1.24968076 1.26407700
Bench_McLachlan_Carpet_9lev 000000 0025 kraken   000004 04 01 21   1.24759078 1.18407500
Bench_McLachlan_Carpet_9lev 000000 0025 kraken   000004 04 01 22   1.25134802 1.20407600
Bench_McLachlan_Carpet_9lev 000000 0025 kraken   000004 04 01 23   1.24739766 1.21207300
Bench_McLachlan_Carpet_9lev 000000 0025 kraken   000004 04 01 24   1.24745512 1.26008100
Bench_McLachlan_Carpet_9lev 000000 0025 kraken   000004 04 01 26   5.36358881 5.35233400
Bench_McLachlan_Carpet_9lev 000000 0025 kraken   000004 04 01 28   1.24911022 1.21207500
Bench_McLachlan_Carpet_9lev 000000 0025 kraken   000008 04 01 20   1.53654361 1.50809000
Bench_McLachlan_Carpet_9lev 000000 0025 kraken   000008 04 01 21   1.54063582 1.49209100
Bench_McLachlan_Carpet_9lev 000000 0025 kraken   000008 04 01 22   1.54419923 1.50809400
Bench_McLachlan_Carpet_9lev 000000 0025 kraken   000008 04 01 23   1.53450680 1.49209400
Bench_McLachlan_Carpet_9lev 000000 0025 kraken   000008 04 01 24   1.55324411 1.50409400
Bench_McLachlan_Carpet_9lev 000000 0025 kraken   000008 04 01 28   1.55500674 1.47609100
Bench_McLachlan_Carpet_9lev 000000 0025 kraken   000016 04 01 20   1.66094589 1.62809800
Bench_McLachlan_Carpet_9lev 000000 0025 kraken   000016 04 01 21   1.65917921 1.56009700
Bench_McLachlan_Carpet_9lev 000000 0025 kraken   000016 04 01 22   1.65821075 1.61210300
Bench_McLachlan_Carpet_9lev 000000 0025 kraken   000016 04 01 23   1.66190243 1.60410200
Bench_McLachlan_Carpet_9lev 000000 0025 kraken   000016 04 01 24   1.65859079 1.64410300
Bench_McLachlan_Carpet_9lev 000000 0025 kraken   000016 04 01 28   1.64964342 1.60809800
Bench_McLachlan_Carpet_9lev 000000 0025 kraken   000032 04 01 20   1.66092253 1.62810300
Bench_McLachlan_Carpet_9lev 000000 0025 kraken   000032 04 01 21   1.66033697 1.62410600
Bench_McLachlan_Carpet_9lev 000000 0025 kraken   000032 04 01 22   1.69760680 1.64410000
Bench_McLachlan_Carpet_9lev 000000 0025 kraken   000032 04 01 23   1.65760398 1.62410200
Bench_McLachlan_Carpet_9lev 000000 0025 kraken   000032 04 01 24   1.66064453 1.63210200
Bench_McLachlan_Carpet_9lev 000000 0025 kraken   000032 04 01 28   1.69893694 1.66410600
Bench_McLachlan_Carpet_9lev 000000 0025 kraken   000064 04 01 20   1.55421257 1.56010000
Bench_McLachlan_Carpet_9lev 000000 0025 kraken   000064 04 01 21   1.41991830 1.40009100
Bench_McLachlan_Carpet_9lev 000000 0025 kraken   000064 04 01 22   1.43889093 1.40809100
Bench_McLachlan_Carpet_9lev 000000 0025 kraken   000064 04 01 23   1.42048407 1.38808800
Bench_McLachlan_Carpet_9lev 000000 0025 kraken   000064 04 01 24   1.40849781 1.40408800
Bench_McLachlan_Carpet_9lev 000000 0025 kraken   000064 04 01 28   1.42752171 1.43208600
Bench_McLachlan_Carpet_9lev 000000 0025 kraken   000128 04 01 20   1.40061307 1.37208800
Bench_McLachlan_Carpet_9lev 000000 0025 kraken   000128 04 01 21   1.46240473 1.43209000
Bench_McLachlan_Carpet_9lev 000000 0025 kraken   000128 04 01 22   1.46996927 1.46009300
Bench_McLachlan_Carpet_9lev 000000 0025 kraken   000128 04 01 23   1.45506263 1.44008900
Bench_McLachlan_Carpet_9lev 000000 0025 kraken   000128 04 01 24   1.45532107 1.45209300
Bench_McLachlan_Carpet_9lev 000000 0025 kraken   000128 04 01 28   1.46230698 1.44009000
Bench_McLachlan_Carpet_9lev 000000 0025 kraken   000256 04 01 20   1.51593757 1.50809700
Bench_McLachlan_Carpet_9lev 000000 0025 kraken   000256 04 01 21   1.52082348 1.49609300
Bench_McLachlan_Carpet_9lev 000000 0025 kraken   000256 04 01 22   1.47858047 1.48409400
Bench_McLachlan_Carpet_9lev 000000 0025 kraken   000256 04 01 23   1.46152544 1.44008900
Bench_McLachlan_Carpet_9lev 000000 0025 kraken   000256 04 01 24   1.50064564 1.48409500
Bench_McLachlan_Carpet_9lev 000000 0025 kraken   000256 04 01 28   1.47120667 1.46408800
Bench_McLachlan_Carpet_9lev 000000 0025 kraken   000512 04 01 20   1.42407560 1.40008900
Bench_McLachlan_Carpet_9lev 000000 0025 kraken   000512 04 01 21   1.45830798 1.42808900
Bench_McLachlan_Carpet_9lev 000000 0025 kraken   000512 04 01 22   1.41723943 1.39608800
Bench_McLachlan_Carpet_9lev 000000 0025 kraken   000512 04 01 23   1.44575596 1.46009300
Bench_McLachlan_Carpet_9lev 000000 0025 kraken   000512 04 01 24   1.39861012 1.39608800
Bench_McLachlan_Carpet_9lev 000000 0025 kraken   000512 04 01 28   1.39329314 1.38408500
Bench_McLachlan_Carpet_9lev 000000 0025 kraken   001024 04 01 20   1.44669151 1.39608900
Bench_McLachlan_Carpet_9lev 000000 0025 kraken   001024 04 01 21   1.40720439 1.38408400
Bench_McLachlan_Carpet_9lev 000000 0025 kraken   001024 04 01 22   1.45295382 1.43609300
Bench_McLachlan_Carpet_9lev 000000 0025 kraken   001024 04 01 23   1.42609310 1.40008700
Bench_McLachlan_Carpet_9lev 000000 0025 kraken   001024 04 01 24   1.42653608 1.40808900
Bench_McLachlan_Carpet_9lev 000000 0025 kraken   001024 04 01 28   1.45682573 1.44408900
Bench_McLachlan_Carpet_9lev 000000 0025 kraken   002048 04 01 23   1.52519488 1.48809600
Bench_McLachlan_Carpet_9lev 000000 0025 kraken   002048 04 01 24   1.48798704 1.46409100
Bench_McLachlan_Carpet_9lev 000000 0025 kraken   002048 04 01 28   1.53453398 1.50409300
Bench_McLachlan_Carpet_9lev 000000 0025 kraken   002048 04 01 30   11.01676250 10.72066700
Bench_McLachlan_Carpet_9lev 000000 0025 kraken   004096 04 01 23   1.65628982 1.62810500
Bench_McLachlan_Carpet_9lev 000000 0025 kraken   004096 04 01 24   1.65733194 1.60410000
Bench_McLachlan_Carpet_9lev 000000 0025 kraken   004096 04 01 28   1.62728333 1.58410300
Bench_McLachlan_Carpet_9lev 000000 0025 kraken   008192 04 01 28   2.10963917 2.07613500
Bench_McLachlan_Carpet_9lev 000064 0016 kraken   000008 04 01 12   59.28970456 58.29564300
Bench_McLachlan_Carpet_9lev 000064 0016 kraken   000016 04 01 12   65.98585582 64.96806400
Bench_McLachlan_Carpet_9lev 000064 0016 kraken   000032 04 01 12   71.64952087 70.63641500
Bench_McLachlan_Carpet_9lev 000064 0016 kraken   000064 04 01 12   80.28133035 79.52496800
Bench_McLachlan_Carpet_9lev 000064 0016 kraken   000128 04 01 12   75.78867579 75.31270100
Bench_McLachlan_Carpet_9lev 000064 0016 kraken   000512 04 01 12   74.75542927 74.26863300
Bench_McLachlan_Carpet_9lev 000064 0020 kraken   000008 04 01 12   99.57380557 98.01411400
Bench_McLachlan_Carpet_9lev 000064 0020 kraken   000016 04 01 12   109.34496260 107.86274600
Bench_McLachlan_Carpet_9lev 000064 0020 kraken   000032 04 01 12   117.08045626 115.62722600
Bench_McLachlan_Carpet_9lev 000064 0020 kraken   000064 04 01 12   127.15897346 126.14786400
Bench_McLachlan_Carpet_9lev 000064 0020 kraken   000128 04 01 12   120.24960089 119.38347000
Bench_McLachlan_Carpet_9lev 000064 0020 kraken   000256 04 01 12   115.43514180 114.55514800
Bench_McLachlan_Carpet_9lev 000064 0020 kraken   000512 04 01 12   108.67757297 107.86273900
Bench_McLachlan_Carpet_9lev 000064 0025 kraken   000001 01 01 02   390.82171249 390.59240000
Bench_McLachlan_Carpet_9lev 000064 0025 kraken   000001 01 01 12   82.98405814 82.78917100
Bench_McLachlan_Carpet_9lev 000064 0025 kraken   000002 01 01 02   518.23250127 518.06037600
Bench_McLachlan_Carpet_9lev 000064 0025 kraken   000002 01 01 12   111.45380449 111.26294600
Bench_McLachlan_Carpet_9lev 000064 0025 kraken   000002 02 01 02   513.29658246 512.72406100
Bench_McLachlan_Carpet_9lev 000064 0025 kraken   000002 02 01 12   111.51867676 110.83092900
Bench_McLachlan_Carpet_9lev 000064 0025 kraken   000002 02 02 02   768.23593163 767.13994400
Bench_McLachlan_Carpet_9lev 000064 0025 kraken   000002 02 02 12   168.05468917 167.05044300
Bench_McLachlan_Carpet_9lev 000064 0025 kraken   000004 01 01 02   663.19027090 662.88144400
Bench_McLachlan_Carpet_9lev 000064 0025 kraken   000004 01 01 12   142.01069903 141.60486900
Bench_McLachlan_Carpet_9lev 000064 0025 kraken   000004 02 01 02   652.03929019 651.12868200
Bench_McLachlan_Carpet_9lev 000064 0025 kraken   000004 02 01 12   140.29551244 139.34470500
Bench_McLachlan_Carpet_9lev 000064 0025 kraken   000004 02 02 02   957.09496880 956.29577900
Bench_McLachlan_Carpet_9lev 000064 0025 kraken   000004 02 02 12   220.49860144 219.84573000
Bench_McLachlan_Carpet_9lev 000064 0025 kraken   000004 04 01 02   661.17707586 659.74922900
Bench_McLachlan_Carpet_9lev 000064 0025 kraken   000004 04 01 12   157.98915696 156.30178100
Bench_McLachlan_Carpet_9lev 000064 0025 kraken   000004 04 02 02   953.97091055 952.22752600
Bench_McLachlan_Carpet_9lev 000064 0025 kraken   000004 04 02 12   227.09365702 225.50606800
Bench_McLachlan_Carpet_9lev 000064 0025 kraken   000004 04 04 02   1419.20380092 1417.19654500
Bench_McLachlan_Carpet_9lev 000064 0025 kraken   000004 04 04 12   313.76681566 311.72748600
Bench_McLachlan_Carpet_9lev 000064 0025 kraken   000008 02 01 02   714.04854393 713.20855500
Bench_McLachlan_Carpet_9lev 000064 0025 kraken   000008 02 01 12   157.72910070 156.59778900
Bench_McLachlan_Carpet_9lev 000064 0025 kraken   000008 02 02 02   1082.61224389 1081.52357600
Bench_McLachlan_Carpet_9lev 000064 0025 kraken   000008 02 02 12   226.94823670 226.05015500
Bench_McLachlan_Carpet_9lev 000064 0025 kraken   000008 04 01 02   733.03455138 731.44970700
Bench_McLachlan_Carpet_9lev 000064 0025 kraken   000008 04 01 12   176.83414459 174.33889100
Bench_McLachlan_Carpet_9lev 000064 0025 kraken   000008 04 02 02   1081.98371029 1080.09549500
Bench_McLachlan_Carpet_9lev 000064 0025 kraken   000008 04 02 12   236.78401709 234.65070100
Bench_McLachlan_Carpet_9lev 000064 0025 kraken   000008 04 04 02   1663.53895569 1660.96380500
Bench_McLachlan_Carpet_9lev 000064 0025 kraken   000008 04 04 12   368.81383181 366.28688800
Bench_McLachlan_Carpet_9lev 000064 0025 kraken   000016 04 01 02   761.48003578 759.71548300
Bench_McLachlan_Carpet_9lev 000064 0025 kraken   000016 04 01 12   191.28287601 189.32785300
Bench_McLachlan_Carpet_9lev 000064 0025 kraken   000016 04 02 02   1185.30628443 1182.85792300
Bench_McLachlan_Carpet_9lev 000064 0025 kraken   000016 04 02 12   258.24271488 255.62396100
Bench_McLachlan_Carpet_9lev 000064 0025 kraken   000016 04 04 02   1997.87910414 1994.81669500
Bench_McLachlan_Carpet_9lev 000064 0025 kraken   000016 04 04 12   438.11482263 435.09521100
Bench_McLachlan_Carpet_9lev 000064 0025 kraken   000032 04 01 12   198.71298528 196.70829100
Bench_McLachlan_Carpet_9lev 000064 0025 kraken   000064 04 01 12   210.70279431 209.46508500
Bench_McLachlan_Carpet_9lev 000064 0025 kraken   000128 04 01 12   201.95456743 200.34852000
Bench_McLachlan_Carpet_9lev 000128 0025 kraken   000001 01 01 30   191.13029528 190.56792200
Bench_McLachlan_Carpet_9lev 000128 0025 kraken   000002 01 01 30   251.60589910 251.05972400
Bench_McLachlan_Carpet_9lev 000128 0025 kraken   000002 02 01 30   252.20534420 250.99569200
Bench_McLachlan_Carpet_9lev 000128 0025 kraken   000002 02 02 30   358.18211675 356.35828400
Bench_McLachlan_Carpet_9lev 000128 0025 kraken   000004 01 01 30   312.89618635 312.17951200
Bench_McLachlan_Carpet_9lev 000128 0025 kraken   000004 02 01 30   320.25629282 318.25590200
Bench_McLachlan_Carpet_9lev 000128 0025 kraken   000004 02 02 30   452.85988450 450.93618600
Bench_McLachlan_Carpet_9lev 000128 0025 kraken   000004 04 01 30   359.11516166 355.09020200
Bench_McLachlan_Carpet_9lev 000128 0025 kraken   000004 04 02 30   455.83467698 451.25223400
Bench_McLachlan_Carpet_9lev 000128 0025 kraken   000004 04 04 30   666.83156729 662.73740700
Bench_McLachlan_Carpet_9lev 000128 0025 kraken   000008 02 01 30   346.07263160 343.40145400
Bench_McLachlan_Carpet_9lev 000128 0025 kraken   000008 02 02 30   506.04421544 503.57144000
Bench_McLachlan_Carpet_9lev 000128 0025 kraken   000008 04 01 30   395.14211416 389.88835800
Bench_McLachlan_Carpet_9lev 000128 0025 kraken   000008 04 02 30   512.53612590 506.69569200
Bench_McLachlan_Carpet_9lev 000128 0025 kraken   000008 04 04 30   793.37660098 788.42126400
Bench_McLachlan_Carpet_9lev 000128 0025 kraken   000016 04 01 30   426.47779179 421.43031100
Bench_McLachlan_Carpet_9lev 000128 0025 kraken   000016 04 02 30   584.80397463 578.43612200
Bench_McLachlan_Carpet_9lev 000128 0025 kraken   000016 04 04 30   961.81026244 955.04365500
Bench_McLachlan_Carpet_9lev 000128 0025 kraken   000032 04 01 30   442.68943238 438.42743500
Bench_McLachlan_Carpet_9lev 000128 0025 kraken   000064 04 01 30   467.59605861 464.96112600
Bench_McLachlan_Carpet_9lev 000128 0025 kraken   000128 04 01 30   436.89950633 433.63111200
Bench_McLachlan_Carpet_9lev 000128 0025 kraken   000256 04 01 30   409.53397202 406.27737100
Bench_McLachlan_Carpet_9lev 000128 0025 kraken   000512 04 01 30   376.08005142 373.48734500
Bench_McLachlan_Carpet_9lev 000128 0025 kraken   001024 04 01 30   357.54836154 355.05822700
Bench_McLachlan_Carpet_9lev 000128 0025 kraken   002048 04 01 30   350.21378970 347.39769100
Bench_McLachlan_Carpet_9lev 000128 0025 kraken   004096 04 01 30   352.67783785 349.93386500
Bench_McLachlan_Carpet_9lev 000128 0025 kraken   008192 04 01 30   351.96358228 349.36181400
Bench_McLachlan_Carpet_9lev 000128 0025 kraken   008192 04 02 30   471.55692077 468.38126300
Bench_McLachlan_Carpet_9lev 000128 0025 kraken   016384 04 02 30   479.72800827 476.78171700
Bench_McLachlan_Carpet_9lev 000128 0025 kraken   016384 04 04 30   809.98531985 808.91855300
