# Cactus benchmark results
#    processes = procs
#    nodes     = procs / ppn
#
# benchmark steps size machine   procs ppn tpp iter   walltime cputime
Bench_McLachlan_Carpet_9lev 000000 0025 ranger   000016 16 01 60   13.47732400 13.25682900
Bench_McLachlan_Carpet_9lev 000000 0025 ranger   000016 16 01 61   11.09817600 11.08468800
Bench_McLachlan_Carpet_9lev 000000 0025 ranger   000016 16 01 62   13.52589500 13.27283100
Bench_McLachlan_Carpet_9lev 000000 0025 ranger   000016 16 01 63   13.51054200 13.21682600
Bench_McLachlan_Carpet_9lev 000000 0025 ranger   000016 16 01 64   11.08019700 11.07269300
Bench_McLachlan_Carpet_9lev 000000 0025 ranger   000016 16 01 65   12.79806000 12.49678500
Bench_McLachlan_Carpet_9lev 000000 0025 ranger   000016 16 01 66   11.67222800 11.50471500
Bench_McLachlan_Carpet_9lev 000000 0025 ranger   000016 16 01 68   11.02299500 10.90468000
Bench_McLachlan_Carpet_9lev 000000 0025 ranger   000016 16 01 69   12.30104200 12.03675200
Bench_McLachlan_Carpet_9lev 000000 0025 ranger   000016 16 01 70   11.51838900 11.09269500
Bench_McLachlan_Carpet_9lev 000000 0025 ranger   000016 16 01 71   11.67129800 11.41671600
Bench_McLachlan_Carpet_9lev 000000 0025 ranger   000032 16 01 15   1.85304780 1.82811700
Bench_McLachlan_Carpet_9lev 000000 0025 ranger   000032 16 01 16   2.01170792 1.84011400
Bench_McLachlan_Carpet_9lev 000000 0025 ranger   000032 16 01 17   2.03905799 2.02812900
Bench_McLachlan_Carpet_9lev 000000 0025 ranger   000032 16 01 18   2.03484985 1.84811400
Bench_McLachlan_Carpet_9lev 000000 0025 ranger   000032 16 01 19   1.89138905 1.81611400
Bench_McLachlan_Carpet_9lev 000000 0025 ranger   000032 16 01 20   1.88166371 1.86011400
Bench_McLachlan_Carpet_9lev 000000 0025 ranger   000032 16 01 21   1.85964446 1.85211800
Bench_McLachlan_Carpet_9lev 000000 0025 ranger   000032 16 01 22   1.88492482 1.87211600
Bench_McLachlan_Carpet_9lev 000000 0025 ranger   000032 16 01 23   1.89094756 1.88011500
Bench_McLachlan_Carpet_9lev 000000 0025 ranger   000032 16 01 24   2.19453134 1.84011900
Bench_McLachlan_Carpet_9lev 000000 0025 ranger   000032 16 01 25   2.15761771 1.87611600
Bench_McLachlan_Carpet_9lev 000000 0025 ranger   000032 16 01 26   1.89103346 1.85611700
Bench_McLachlan_Carpet_9lev 000000 0025 ranger   000032 16 01 32   1.89248386 1.86011400
Bench_McLachlan_Carpet_9lev 000000 0025 ranger   000032 16 01 33   2.09446628 1.84811300
Bench_McLachlan_Carpet_9lev 000000 0025 ranger   000032 16 01 34   1.94313465 1.84011200
Bench_McLachlan_Carpet_9lev 000000 0025 ranger   000032 16 01 35   1.91670404 1.87211900
Bench_McLachlan_Carpet_9lev 000000 0025 ranger   000032 16 01 36   1.93606592 1.90011600
Bench_McLachlan_Carpet_9lev 000000 0025 ranger   000032 16 01 37   1.82418737 1.80011200
Bench_McLachlan_Carpet_9lev 000000 0025 ranger   000032 16 01 38   1.85275587 1.81611200
Bench_McLachlan_Carpet_9lev 000000 0025 ranger   000032 16 01 39   1.89841448 1.87211900
Bench_McLachlan_Carpet_9lev 000000 0025 ranger   000032 16 01 40   2.24104077 1.92011800
Bench_McLachlan_Carpet_9lev 000000 0025 ranger   000032 16 01 45   12.05363100 11.94074500
Bench_McLachlan_Carpet_9lev 000000 0025 ranger   000032 16 01 46   153.75240200 38.76242300
Bench_McLachlan_Carpet_9lev 000000 0025 ranger   000032 16 01 47   12.12808900 12.11676100
Bench_McLachlan_Carpet_9lev 000000 0025 ranger   000032 16 01 60   14.92394500 14.78492700
Bench_McLachlan_Carpet_9lev 000000 0025 ranger   000032 16 01 61   12.12349400 12.10075400
Bench_McLachlan_Carpet_9lev 000000 0025 ranger   000032 16 01 62   14.80466800 14.74892300
Bench_McLachlan_Carpet_9lev 000000 0025 ranger   000032 16 01 63   14.96187400 14.76092000
Bench_McLachlan_Carpet_9lev 000000 0025 ranger   000032 16 01 64   12.12595700 12.12475500
Bench_McLachlan_Carpet_9lev 000000 0025 ranger   000032 16 01 65   14.30293200 14.16088700
Bench_McLachlan_Carpet_9lev 000000 0025 ranger   000032 16 01 66   13.13248600 13.04481600
Bench_McLachlan_Carpet_9lev 000000 0025 ranger   000032 16 01 68   11.91711700 11.90874800
Bench_McLachlan_Carpet_9lev 000000 0025 ranger   000032 16 01 69   13.52738500 13.50084500
Bench_McLachlan_Carpet_9lev 000000 0025 ranger   000032 16 01 70   12.10463500 12.10076100
Bench_McLachlan_Carpet_9lev 000000 0025 ranger   000032 16 01 71   12.51535400 12.43277500
Bench_McLachlan_Carpet_9lev 000000 0025 ranger   000064 16 01 15   2.14613841 2.13613300
Bench_McLachlan_Carpet_9lev 000000 0025 ranger   000064 16 01 16   2.08964146 2.07213000
Bench_McLachlan_Carpet_9lev 000000 0025 ranger   000064 16 01 17   2.23050875 2.22414000
Bench_McLachlan_Carpet_9lev 000000 0025 ranger   000064 16 01 18   2.45300750 2.42815000
Bench_McLachlan_Carpet_9lev 000000 0025 ranger   000064 16 01 19   2.69288940 2.66816700
Bench_McLachlan_Carpet_9lev 000000 0025 ranger   000064 16 01 20   2.30087397 2.26413900
Bench_McLachlan_Carpet_9lev 000000 0025 ranger   000064 16 01 21   2.71575292 2.69617000
Bench_McLachlan_Carpet_9lev 000000 0025 ranger   000064 16 01 22   2.27281504 2.25213900
Bench_McLachlan_Carpet_9lev 000000 0025 ranger   000064 16 01 23   2.89347846 2.86417800
Bench_McLachlan_Carpet_9lev 000000 0025 ranger   000064 16 01 24   2.74981965 2.75217300
Bench_McLachlan_Carpet_9lev 000000 0025 ranger   000064 16 01 25   2.43014465 2.41215200
Bench_McLachlan_Carpet_9lev 000000 0025 ranger   000064 16 01 26   2.27919672 2.19213600
Bench_McLachlan_Carpet_9lev 000000 0025 ranger   000064 16 01 32   2.51603498 2.49615300
Bench_McLachlan_Carpet_9lev 000000 0025 ranger   000064 16 01 33   2.34132568 2.24014300
Bench_McLachlan_Carpet_9lev 000000 0025 ranger   000064 16 01 34   2.19736293 2.14013200
Bench_McLachlan_Carpet_9lev 000000 0025 ranger   000064 16 01 35   2.42015784 2.16013200
Bench_McLachlan_Carpet_9lev 000000 0025 ranger   000064 16 01 36   2.19682006 2.18013500
Bench_McLachlan_Carpet_9lev 000000 0025 ranger   000064 16 01 37   2.47760253 2.47215200
Bench_McLachlan_Carpet_9lev 000000 0025 ranger   000064 16 01 38   2.09433999 2.05612900
Bench_McLachlan_Carpet_9lev 000000 0025 ranger   000064 16 01 39   2.15514387 2.13613200
Bench_McLachlan_Carpet_9lev 000000 0025 ranger   000064 16 01 40   2.23896073 2.21614100
Bench_McLachlan_Carpet_9lev 000000 0025 ranger   000064 16 01 45   10.95491800 10.87668200
Bench_McLachlan_Carpet_9lev 000000 0025 ranger   000064 16 01 46   106.99900000 27.63373000
Bench_McLachlan_Carpet_9lev 000000 0025 ranger   000064 16 01 47   10.66279400 10.57666300
Bench_McLachlan_Carpet_9lev 000000 0025 ranger   000064 16 01 60   16.02752500 15.98900000
Bench_McLachlan_Carpet_9lev 000000 0025 ranger   000064 16 01 61   11.20916600 11.15670000
Bench_McLachlan_Carpet_9lev 000000 0025 ranger   000064 16 01 62   15.88848200 15.86499100
Bench_McLachlan_Carpet_9lev 000000 0025 ranger   000064 16 01 63   15.97672400 15.93699700
Bench_McLachlan_Carpet_9lev 000000 0025 ranger   000064 16 01 64   11.44016900 11.21270800
Bench_McLachlan_Carpet_9lev 000000 0025 ranger   000064 16 01 65   16.10954400 15.98500300
Bench_McLachlan_Carpet_9lev 000000 0025 ranger   000064 16 01 66   13.21578600 13.20082600
Bench_McLachlan_Carpet_9lev 000000 0025 ranger   000064 16 01 68   10.71742600 10.70867100
Bench_McLachlan_Carpet_9lev 000000 0025 ranger   000064 16 01 69   13.56445000 13.52484800
Bench_McLachlan_Carpet_9lev 000000 0025 ranger   000064 16 01 70   11.25670200 11.16469700
Bench_McLachlan_Carpet_9lev 000000 0025 ranger   000064 16 01 71   11.90071800 11.63672700
Bench_McLachlan_Carpet_9lev 000000 0025 ranger   000128 16 01 15   2.44970802 2.26414000
Bench_McLachlan_Carpet_9lev 000000 0025 ranger   000128 16 01 16   2.44833974 2.32414800
Bench_McLachlan_Carpet_9lev 000000 0025 ranger   000128 16 01 17   2.17747496 2.13212900
Bench_McLachlan_Carpet_9lev 000000 0025 ranger   000128 16 01 18   2.17540596 2.14813400
Bench_McLachlan_Carpet_9lev 000000 0025 ranger   000128 16 01 19   2.22853039 2.21214100
Bench_McLachlan_Carpet_9lev 000000 0025 ranger   000128 16 01 20   2.25197693 2.24414200
Bench_McLachlan_Carpet_9lev 000000 0025 ranger   000128 16 01 21   2.39005092 2.35214700
Bench_McLachlan_Carpet_9lev 000000 0025 ranger   000128 16 01 22   2.21986902 2.19213900
Bench_McLachlan_Carpet_9lev 000000 0025 ranger   000128 16 01 23   2.22432535 2.22013800
Bench_McLachlan_Carpet_9lev 000000 0025 ranger   000128 16 01 24   2.34639108 2.32014600
Bench_McLachlan_Carpet_9lev 000000 0025 ranger   000128 16 01 25   2.22560016 2.19613700
Bench_McLachlan_Carpet_9lev 000000 0025 ranger   000128 16 01 26   2.31736788 2.28814300
Bench_McLachlan_Carpet_9lev 000000 0025 ranger   000128 16 01 32   2.33359981 2.31614200
Bench_McLachlan_Carpet_9lev 000000 0025 ranger   000128 16 01 33   2.07182797 2.03212500
Bench_McLachlan_Carpet_9lev 000000 0025 ranger   000128 16 01 34   2.33560754 2.32414700
Bench_McLachlan_Carpet_9lev 000000 0025 ranger   000128 16 01 35   2.19612642 2.09213100
Bench_McLachlan_Carpet_9lev 000000 0025 ranger   000128 16 01 36   2.19244615 2.16413500
Bench_McLachlan_Carpet_9lev 000000 0025 ranger   000128 16 01 37   2.56025559 2.53615900
Bench_McLachlan_Carpet_9lev 000000 0025 ranger   000128 16 01 38   2.14005742 2.10413400
Bench_McLachlan_Carpet_9lev 000000 0025 ranger   000128 16 01 39   2.21802727 2.19213500
Bench_McLachlan_Carpet_9lev 000000 0025 ranger   000128 16 01 40   2.34475534 2.23213900
Bench_McLachlan_Carpet_9lev 000000 0025 ranger   000128 16 01 45   10.59146700 10.47665100
Bench_McLachlan_Carpet_9lev 000000 0025 ranger   000128 16 01 46   121.83194400 31.24195100
Bench_McLachlan_Carpet_9lev 000000 0025 ranger   000128 16 01 47   9.74507300 9.73260600
Bench_McLachlan_Carpet_9lev 000000 0025 ranger   000128 16 01 61   10.81497000 10.58865900
Bench_McLachlan_Carpet_9lev 000000 0025 ranger   000128 16 01 62   15.83085700 15.80098800
Bench_McLachlan_Carpet_9lev 000000 0025 ranger   000128 16 01 63   16.00367800 15.98499700
Bench_McLachlan_Carpet_9lev 000000 0025 ranger   000128 16 01 64   10.68756500 10.54865800
Bench_McLachlan_Carpet_9lev 000000 0025 ranger   000128 16 01 65   15.84196900 15.81298400
Bench_McLachlan_Carpet_9lev 000000 0025 ranger   000128 16 01 66   14.56524400 14.53291100
Bench_McLachlan_Carpet_9lev 000000 0025 ranger   000128 16 01 68   10.19511200 10.18463500
Bench_McLachlan_Carpet_9lev 000000 0025 ranger   000128 16 01 69   15.11225800 15.08894100
Bench_McLachlan_Carpet_9lev 000000 0025 ranger   000128 16 01 70   10.60586400 10.56865700
Bench_McLachlan_Carpet_9lev 000000 0025 ranger   000128 16 01 71   11.36569300 11.30870500
Bench_McLachlan_Carpet_9lev 000000 0025 ranger   000256 16 01 15   2.61408830 2.59216400
Bench_McLachlan_Carpet_9lev 000000 0025 ranger   000256 16 01 16   2.38613506 2.36814600
Bench_McLachlan_Carpet_9lev 000000 0025 ranger   000256 16 01 17   2.65185052 2.63216400
Bench_McLachlan_Carpet_9lev 000000 0025 ranger   000256 16 01 18   2.21687388 2.21614200
Bench_McLachlan_Carpet_9lev 000000 0025 ranger   000256 16 01 19   2.46240048 2.31214300
Bench_McLachlan_Carpet_9lev 000000 0025 ranger   000256 16 01 20   2.46646909 2.46415100
Bench_McLachlan_Carpet_9lev 000000 0025 ranger   000256 16 01 21   2.57484497 2.56415900
Bench_McLachlan_Carpet_9lev 000000 0025 ranger   000256 16 01 22   2.65125207 2.62016000
Bench_McLachlan_Carpet_9lev 000000 0025 ranger   000256 16 01 23   2.49789271 2.49615600
Bench_McLachlan_Carpet_9lev 000000 0025 ranger   000256 16 01 24   2.46372185 2.44414900
Bench_McLachlan_Carpet_9lev 000000 0025 ranger   000256 16 01 25   2.49743606 2.34014800
Bench_McLachlan_Carpet_9lev 000000 0025 ranger   000256 16 01 26   2.53578516 2.46815600
Bench_McLachlan_Carpet_9lev 000000 0025 ranger   000256 16 01 32   2.32310441 2.33614600
Bench_McLachlan_Carpet_9lev 000000 0025 ranger   000256 16 01 33   2.56218035 2.55615800
Bench_McLachlan_Carpet_9lev 000000 0025 ranger   000256 16 01 34   2.20594374 2.18413700
Bench_McLachlan_Carpet_9lev 000000 0025 ranger   000256 16 01 35   2.36721832 2.37214800
Bench_McLachlan_Carpet_9lev 000000 0025 ranger   000256 16 01 36   2.66904334 2.66416600
Bench_McLachlan_Carpet_9lev 000000 0025 ranger   000256 16 01 37   2.66352913 2.64016100
Bench_McLachlan_Carpet_9lev 000000 0025 ranger   000256 16 01 38   2.33906610 2.33214500
Bench_McLachlan_Carpet_9lev 000000 0025 ranger   000256 16 01 39   2.36094293 2.33214600
Bench_McLachlan_Carpet_9lev 000000 0025 ranger   000256 16 01 40   2.50301425 2.42415400
Bench_McLachlan_Carpet_9lev 000000 0025 ranger   000256 16 01 45   10.54430300 10.50866100
Bench_McLachlan_Carpet_9lev 000000 0025 ranger   000256 16 01 46   105.94739300 26.98968800
Bench_McLachlan_Carpet_9lev 000000 0025 ranger   000256 16 01 47   10.16426200 10.14063600
Bench_McLachlan_Carpet_9lev 000000 0025 ranger   000256 16 01 61   10.65739500 10.62066700
Bench_McLachlan_Carpet_9lev 000000 0025 ranger   000256 16 01 62   16.37545900 16.34101900
Bench_McLachlan_Carpet_9lev 000000 0025 ranger   000256 16 01 63   16.53941800 16.50903400
Bench_McLachlan_Carpet_9lev 000000 0025 ranger   000256 16 01 64   11.19909400 11.17269800
Bench_McLachlan_Carpet_9lev 000000 0025 ranger   000256 16 01 65   16.05018200 15.99299800
Bench_McLachlan_Carpet_9lev 000000 0025 ranger   000256 16 01 66   18.35528100 18.28514800
Bench_McLachlan_Carpet_9lev 000000 0025 ranger   000256 16 01 68   10.25009600 10.23264100
Bench_McLachlan_Carpet_9lev 000000 0025 ranger   000256 16 01 69   19.74344600 19.55722000
Bench_McLachlan_Carpet_9lev 000000 0025 ranger   000256 16 01 70   10.69282400 10.68066800
Bench_McLachlan_Carpet_9lev 000000 0025 ranger   000256 16 01 71   11.11411900 11.08069000
Bench_McLachlan_Carpet_9lev 000000 0025 ranger   000512 16 01 23   2.77533373 2.72417000
Bench_McLachlan_Carpet_9lev 000000 0025 ranger   000512 16 01 24   3.47726487 3.45621600
Bench_McLachlan_Carpet_9lev 000000 0025 ranger   000512 16 01 25   7.75072005 7.74448500
Bench_McLachlan_Carpet_9lev 000000 0025 ranger   000512 16 01 26   2.78908377 2.76417400
Bench_McLachlan_Carpet_9lev 000000 0025 ranger   000512 16 01 32   2.50527371 2.47615500
Bench_McLachlan_Carpet_9lev 000000 0025 ranger   000512 16 01 33   2.84105095 2.84017600
Bench_McLachlan_Carpet_9lev 000000 0025 ranger   000512 16 01 34   2.38207440 2.37614700
Bench_McLachlan_Carpet_9lev 000000 0025 ranger   000512 16 01 35   2.48143756 2.46815400
Bench_McLachlan_Carpet_9lev 000000 0025 ranger   000512 16 01 36   2.52331640 2.47615600
Bench_McLachlan_Carpet_9lev 000000 0025 ranger   000512 16 01 37   2.48741660 2.45215200
Bench_McLachlan_Carpet_9lev 000000 0025 ranger   000512 16 01 38   2.69686531 2.56816000
Bench_McLachlan_Carpet_9lev 000000 0025 ranger   000512 16 01 39   2.43263093 2.39615100
Bench_McLachlan_Carpet_9lev 000000 0025 ranger   000512 16 01 40   2.63556658 2.61216400
Bench_McLachlan_Carpet_9lev 000000 0025 ranger   000512 16 01 45   10.70063300 10.44465300
